no.;Kode Baru;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /Olahan;Kelompok Makanan;Sumber TKPI 2019;Porsi (g)
;;;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium (Ca);Fosfor (P);Besi (Fe);Natrium (Na);Kalium (Ka);Tembaga (Cu);Seng (Zn);Retinol (vit. A);β-karoten;Karoten total;Thiamin (vit. B1);Riboflavin (vit. B2);Niasin;Vitamin C;BDD;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;;
908;GP048;Rusip;58,5;110;11,5;2;11,7;-;16,3;479;348;7,1;-;-;-;-;-;-;-;0,04;-;-;-;100;Olahan;Ikan dsb;KZGPI-1990;100
909;GP049;Sardines dalam kaleng;47,1;338;21,1;27;1;-;3,8;354;434;3,5;-;-;-;-;76;-;-;0,1;-;-;-;-;Olahan;Ikan dsb;DABM-60/64;100
910;GP050;Teripang, dendeng, mentah;12,5;462;39,1;32,4;3,5;-;12,5;499;616;96,4;315;402,5;-;-;2;-;144;1,37;-;5,3;-;100;Olahan;Ikan dsb;KZGPI-1990;100
911;GP051;Udang kering, mentah;14,9;278;62,6;4,1;2,2;-;16,2;760;510;5,2;540;360;2,4;3,2;39;-;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
912;GP052;Udang papay, mentah;24,5;273;47,8;3,8;12,5;-;11,5;1.109;789;2,4;651;802;2,6;10,8;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
913;GP053;Abon haruwan;11,6;513;23,7;37;21,3;-;6,4;25;25;0,5;61;15;-;0,2;-;-;-;-;-;-;-;100;Olahan;Ikan dsb;KZGMI-2001;100
914;GP054;Abon ikan;6,4;435;27,2;20,2;36,1;-;10,1;-;-;-;-;-;-;-;-;-;-;-;0,8;24,3;-;100;Olahan;Ikan dsb;KZGMI-2001;100
915;GP055;Betok wadi, masakan;69,2;145;16,3;7;4,1;-;3,4;405;523;1,8;69;203;1;1,3;-;-;-;0,22;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
916;GP056;Bou ninahu ndamate, masakan;79,5;79;6,3;1;1,1;-;2,1;-;-;-;67;-;-;-;691;-;-;0,1;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
917;GP057;Bouiki ninahu nggaluku, masakan;73,9;94;7,8;2,2;10,8;-;5,3;-;-;-;58;179,4;-;1,5;-;-;-;0,5;0,03;2,4;-;-;Olahan;Ikan dsb;KZGMI-2001;100
918;GP058;Cakalang asar (asap papua);64,3;155;20,1;3,8;10,2;-;1,6;20;240;2,1;90;390;0,3;0,1;86;-;-;-;0,7;0,2;-;-;Olahan;Ikan dsb;KZGMI-2001;100
919;GP059;Dendeng belut, goreng;8,2;382;55,7;14,1;8;-;14;1.069;654;15,4;-;-;-;-;28;-;1.480;0,48;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
920;GP060;Dendeng mujahir, goreng;6,5;598;74,3;26,9;9,2;-;13,1;1.957;1.447;7,4;-;-;-;-;18;-;25;0,19;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
921;GP061;Fillet o-fish;51;270;12,3;15,9;19,3;0,2;1,5;239;272;1,8;439;-;-;-;34;-;580;0,59;-;-;-;-;Olahan;Ikan dsb;KZGMS-1993;100
922;GP062;Gete kuah asam, masakan;80,1;75;8,2;2;6;-;3,8;1.620;880;0,8;260;150;0,1;1,5;-;-;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
923;GP063;Gulai asam keueung, masakan;86;52;10;0,5;1,8;-;1,7;62;102;0,3;332;141;-;1;-;-;-;0,18;0,34;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
924;GP064;Gulai ikan paya, masakan;72,1;148;10;9,8;5;-;3,1;103;82;0,7;525;256;0,1;0,9;-;-;-;0,26;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
925;GP065;Gulai ikan, masakan;75,7;106;16,5;3,3;2,5;-;2;306;196;4,8;743;-;-;-;86;-;2.760;0,32;-;-;-;-;Olahan;Ikan dsb;KZGMS-1993;100
926;GP066;Gulai keumamah, masakan;81,4;110;5,9;8,2;3,2;-;1,3;32;96;1;335;121;0,2;0,9;-;-;-;0,33;0,04;-;-;100;Olahan;Ikan dsb;KGZMI-2001;100
927;GP067;Gulai tiram, masakan;73,1;132;9;7,2;7,8;-;2,9;53;134;3,7;285;133;1,1;0,7;389;-;-;0,29;0,12;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
928;GP068;Gurame asem manis, masakan;63,1;192;12,7;10,1;12,7;-;2,4;283;169;1,1;-;-;-;-;19;-;1.440;0,1;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
929;GP069;Ikan asar merah, masakan;69,2;146;17,7;5,9;5,6;-;1,6;100;240;4;170;310;0,3;1,4;224;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
930;GP070;Jambal goreng;13,4;286;48,5;9,2;2,3;-;26,6;207;457;3,3;-;-;-;-;109;-;160;0,4;-;3,1;-;-;Olahan;Ikan dsb;KZGMS-1993;100
931;GP071;Jukku pallu kaloa, masakan;69,4;15;15,2;4,3;8,8;-;2,3;40;170;1,1;605;153;0,6;1,1;-;-;-;0,3;0,14;7,5;-;-;Olahan;Ikan dsb;KZGMI-2001;100
932;GP072;Kaholeo, masakan;11,2;413;28,7;19,8;29,8;-;10,5;909;1.291;-;-;1.171,00;0,1;3,1;4.236;-;-;1,34;0,03;5,7;-;-;Olahan;Ikan dsb;KZGMI-2001;100
933;GP073;Lawara penjah, masakan;64,5;207;7,4;15,4;9,6;-;2,9;114;219;5,9;683;117;0,5;0,7;-;38;-;0,19;0,04;-;14;100;Olahan;Ikan dsb;KZGMI-2001;100
934;GP074;Model, masakan;83,9;79;2,2;4;8,6;-;1,3;8;33;0,8;147;34;0,1;0,5;-;-;-;0,16;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
935;GP075;Mujahir acar kuning, masakan;43,1;330;17,8;23,4;12,1;1,1;4,6;154;357;5,3;-;-;-;-;24;-;4.130;0,15;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
936;GP076;Parede baleh, masakan;80;87;10,5;2,5;5,5;-;1,5;35;215;0,9;416;59;0,1;0,2;-;-;-;0,24;-;0,7;-;-;Olahan;Ikan dsb;KZGMI-2001;100
937;GP077;Pempek adaan;62,6;162;4,9;3;27,8;-;1,7;26;116;1;488;119;0,1;0,2;-;-;-;0,3;0,03;1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
938;GP078;Pempek belida;61,4;156;4,2;1,4;31,6;0,2;1,4;100;55;3,3;-;-;-;-;-;-;-;0,03;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
939;GP079;Pempek kapal selam;63,4;152;4,5;2,3;28,2;-;1,6;19;115;1,6;628;91;0,1;0,2;-;-;-;0,2;0,03;1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
940;GP080;Pempek kelesan;53;211;12,3;6,1;26,6;0,4;2;840;176;1,8;-;-;-;-;14;-;888;0,25;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
941;GP081;Pempek kulit;45,7;243;5,2;7,3;39,1;-;2,7;16;96;2;555;102;0,1;0,6;-;-;-;0,2;0,02;0,9;-;-;Olahan;Ikan dsb;KZGMI-2001;100
942;GP082;Pempek telur;62,4;156;4,7;2,7;28,3;-;1,9;13;83;1,3;448;48;0,1;0,6;-;-;-;0,2;0,05;1,1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
943;GP083;Pempek tenggiri;56,3;173;7,2;1,2;33,4;0,2;1,9;164;80;3,1;-;-;-;-;-;-;-;0,02;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
944;GP084;Pencok lele, masakan;47,5;372;7,8;36,3;3,5;-;4,9;289;295;5,3;-;-;-;-;64;-;12.070;0,12;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
945;GP085;Pinda, masakan;71;107;15,9;0,6;0,4;-;3,1;375;336;1,9;526;330;0,2;1;896;-;-;0,89;0,05;0,5;-;-;Olahan;Ikan dsb;KZGMI-2001;100
946;GP086;Pindang kenari, masakan;80,1;124;9,5;9,6;-;-;2,8;120;220;1,3;370;270;0,3;1,2;18;381;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
947;GP087;Saboko gurita, masakan;76,2;87;15,7;1,5;2,6;-;4,1;60;14;2,1;200;180;0,9;4;38;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
948;GP088;Saboko saltan, masakan;76;113;17,1;3,6;3;-;0,3;240;60;0,5;40;350;0,2;0,6;27;-;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001;100
949;GP089;Saboko sardin, masakan;70;110;12,9;4,3;4,9;-;7,9;220;520;6;200;280;0,2;3,9;37;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
950;GP090;Sate Bandeng;47,1;283;12,1;16,8;20,9;2;3,1;118;186;1,2;543;199;0,2;0,9;-;2;-;0,02;0,02;-;0,3;82;Olahan;Ikan dsb;BKP;100
951;GP091;Sepi, masakan;66,1;88;7,9;1,6;10,6;-;13,8;924;350;2,3;873;258;1;1,1;783;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
952;GP092;Tekwan;86,7;53;1,9;0,9;9,4;-;1,1;9;41;1;174;42;-;-;99;-;-;0,1;0,02;0,4;-;-;Olahan;Ikan dsb;KZGMI-2001;100
953;GP093;Teri balado, masakan;25,8;365;23,7;22,3;17,5;-;10,9;869;348;4;-;-;-;-;27;-;1.567;0,13;-;-;-;-;Olahan;Ikan dsb;KZGPI-1990;100
954;GP094;Tumis bandeng;70,5;189;11,3;15,7;0,6;-;1,9;56;129;0,4;314;280;0,1;0,7;579;-;-;0,46;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001;100
955;GP095;Tumis keumamah;45,7;300;14,5;20;15,5;4,5;4,3;-;-;-;-;-;-;-;-;8;-;0,63;0,04;-;7;100;Olahan;Ikan dsb;KGZMI-2001;100
956;GR001;Ikan bader, segar;66;193;19;13;-;-;2;48;150;0,4;118;264,9;0,1;0,2;45;-;-;0,01;0,1;4,1;-;-;Tunggal;Ikan dsb;DABM-1964;100
957;GR002;Ikan balong, segar;76,5;107;16,5;3,9;1,5;-;1,5;54;202;2;86;253,4;0,5;1;25;-;-;0,05;0,1;2,5;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
958;GR003;Ikan bambangan, segar;73,7;112;20;1,3;3,7;-;1,3;98;120;3;148;258,7;-;0,1;-;-;-;0,07;-;0,3;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
959;GR004;Ikan bandeng, segar;74;123;20;4,8;-;-;1,2;20;150;2;67;271,1;-;0,9;45;21;-;0,05;0,1;6;-;-;Tunggal;Ikan dsb;DABM-1964;100
960;GR005;Ikan banjar, segar;73,5;111;19,4;0,9;4,8;-;1,4;68;278;7,3;99;338,7;0,2;0,6;-;62;-;0,03;0,2;7,3;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
961;GR006;Ikan baronang, segar;80;78;14,5;0,6;3,7;-;1,2;26;521;3,8;26;692;4,7;4,1;732;-;-;0,2;0,04;3;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
962;GR007;Ikan batung, segar;75,7;115;14,5;4,6;4,2;-;1,1;-;207;-;42;361;0,2;0,9;-;-;-;1,2;0,04;1,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
963;GR008;Ikan baung, segar;74,9;123;15,1;5,5;3,3;-;1,2;5;146;1,3;32;349;0,1;0,7;-;-;-;0,2;0,03;1,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
964;GR009;Ikan bawal, segar;78;91;19;1,7;-;-;1,3;20;150;2;129;233,3;0,1;0,3;45;-;-;0,05;0,1;1,8;-;-;Tunggal;Ikan dsb;DABM-1964;100
965;GR010;Ikan Belida, segar;79,2;80;14,7;1,4;2,2;-;2,3;303;315;1,3;41;356;-;0,8;-;-;-;1,2;0,14;1,4;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
966;GR011;Belut, segar;81,5;70;14,6;0,8;1;-;2,1;49;155;1,5;55;169;0,2;1,2;-;-;-;0,22;0,12;7,7;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
967;GR012;Belut,laut, segar;79,5;93;12,8;1,5;6,1;-;4,1;60;199;3;33;175,9;0,1;1;51;3;71;0,06;-;2,7;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
968;GR013;Ikan beunteur, segar;70;109;17;4;-;-;9;500;500;1;109;323,5;0,6;1,3;45;-;-;0,05;0,1;2,6;-;-;Tunggal;Ikan dsb;DABM-1964;100
969;GR014;Ikan biawan, segar;79,1;90;14,9;2,5;2,1;-;1,4;125;265;1;35;207;0,4;0,6;-;-;-;0,36;0,03;2,9;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
970;GR015;Ikan bili, segar;68,3;88;14,2;0,7;6,2;-;10,6;27;1.760;1,5;217;202;-;4,1;-;-;-;0,72;0,09;2,7;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
971;GR016;Ikan bubara, segar;75,5;100;14,7;2,4;4,9;-;1,6;90;90;0,4;390;390;0,7;0,8;-;-;-;-;-;-;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
972;GR017;Ikan bulan-bulan, segar;66,7;134;25,5;1,3;5;-;1,5;29;29;0,5;197;489;0,1;0,5;-;-;-;0,3;0,02;0,8;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
973;GR018;Ikan, cakalang, segar;73;107;19,6;0,7;5,5;-;1,2;23;242;2,9;66;239;0,2;0,6;386;-;-;0,17;0,05;21,7;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
974;GR019;Ikan cakalang, hati, segar;73,4;120;11,3;3,9;10;-;1,4;30;30;0,9;420;280;1,6;4,3;-;-;-;-;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
975;GR020;Ikan cakalang, jantung, segar;76,3;116;11,2;1,2;10,2;-;1,1;10;40;3,4;360;250;0,5;1,9;908;-;-;-;-;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
976;GR021;Ikan cakalang, perut, segar;79,1;86;10,2;1,1;8,7;-;0,9;20;110;2,1;230;210;0,3;9,3;-;-;-;0,24;-;0,3;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
977;GR022;Cumi-cumi, segar;82,2;75;16,1;0,7;0,1;-;0,9;32;200;1,8;37;204,1;1,6;1,3;-;20;-;0,08;-;2,5;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
978;GR023;Ikan daun, segar;78,6;101;11,5;4,1;4,6;-;1,2;80;210;0,8;120;270;0,1;0,9;-;-;-;0,08;0,07;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
979;GR024;Ikan ekor kuning, segar;74,1;108;22,3;1,2;2,1;-;0,3;30;220;0,5;50;230;0,1;0,6;40;29;-;-;0,1;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
980;GR025;Ikan gabus, segar;79,6;80;16,2;0,5;2,6;-;1,1;170;139;0,1;65;254;0,3;0,4;335;-;-;0,4;0,2;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
981;GR026;Ikan Heu, segar;75,6;81;10;1,6;6,6;-;6,2;1.910;990;2,1;240;210;0,1;2,7;-;-;-;0,87;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
982;GR027;Ikan hitam, segar;78,2;101;10,3;3,7;6,7;-;1,1;50;140;0,4;70;210;-;0,4;67;-;-;-;0,1;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
983;GR028;Ikan hiu, segar;85,7;57;10,7;0,3;2,2;-;1,1;75;206;2;-;-;0,02;-;-;-;-;0,05;-;-;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
984;GR029;Ikan kacangan, segar;80,7;77;15,6;0,9;1,6;-;1,2;94;170;1,7;-;-;-;-;18;-;-;0,07;-;-;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
985;GR030;Ikan kakap, segar;77;92;20;0,7;-;-;2,3;20;200;1;-;-;-;-;9;-;-;0,05;-;-;-;-;Tunggal;Ikan dsb;DABM-1964;100
986;GR031;Ikan kakatua, segar;79,7;82;11,4;1,2;6,4;-;1,3;20;160;0,4;90;300;0,1;0,3;18;-;-;-;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
987;GR032;Ikan kalaban, segar;80,3;77;16,4;0,7;1,3;-;1,3;182;248;0,9;40;334;0,7;0,8;-;-;-;0,16;0,15;1,9;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
988;GR033;Ikan Kamera, segar;78,5;86;19,7;0,8;-;-;1,3;50;170;0,3;90;290;0,3;0,1;26;-;-;-;0,08;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
989;GR034;Ikan kapar, segar;74,2;132;17;6,7;0,8;-;1,3;151;272;1,2;78;229;0,9;0,7;-;-;-;0,07;0,03;-;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
990;GR035;Ikan kawalinya, segar;76,1;110;12,6;4,2;5,4;-;1,7;80;300;1,5;340;300;0,2;1,4;146;-;-;-;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
991;GR036;Ikan oci, kembung, segar;71,4;125;21,3;3,4;2,2;-;1,7;136;69;0,8;214;245;0,2;1,1;-;-;-;0,26;0,03;0,2;-;80;Tunggal;Ikan dsb;KZGMI-2001;100
992;GR037;Keong, segar;81;64;12;1;2;-;4;217;78;1,7;231;9;0,37;0,1;-;244;-;-;-;-;-;46;Tunggal;Ikan dsb;DABM-1964;100
993;GR038;Kepiting, segar;68,1;151;13,8;3,8;14,1;-;0,2;210;250;1,1;-;-;-;-;61;-;-;0,05;-;-;-;45;Tunggal;Ikan dsb;DABM-1964;100
994;GR039;Kerang, segar;78,2;101;14,4;2,6;3,9;-;0,9;321;270;15,6;-;-;-;-;-;-;-;0,01;-;-;-;100;Tunggal;Ikan dsb;KZGPI-1990;100
995;GR040;Ikan keru-keru, segar;77,2;93;16,5;2,1;0,8;-;3,4;65;217;2,4;137;255,3;0,34;0,7;-;-;-;0,01;0,09;1,6;-;55;Tunggal;Ikan dsb;KZGPI-1990;100
996;GR041;Ikan kima, segar;82,1;70;10,8;0,7;5,2;-;1,2;53;72;2;342;101;0,5;0,5;401;-;-;0,22;0,05;5,8;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
997;GR042;Kodok, segar;81,9;73;16,4;0,3;-;-;1,4;18;147;1,1;-;-;-;-;-;-;-;0,14;-;-;-;65;Tunggal;Ikan dsb;DABM-1964;100
998;GR043;Kura-kura, segar;80;83;19,1;0,2;-;-;0,7;27;87;0,7;-;-;-;-;-;-;-;0,2;-;-;-;70;Tunggal;Ikan dsb;DABM-1964;100
999;GR044;Kuro, segar;79,9;87;16;2,2;1;-;0,9;75;136;1;-;-;-;-;6;-;-;0,04;-;-;-;52;Tunggal;Ikan dsb;KZGPI-1990;100
1000;GR045;Ikan lais, segar;65;161;11,9;11,5;2,4;-;9,2;70;237;-;-;-;-;-;-;-;-;0,05;-;-;-;62;Tunggal;Ikan dsb;KZGPI-1990;100
1001;GR046;Ikan layang, segar;74;109;22;1,7;-;-;2,3;50;150;2;-;-;-;-;45;-;-;0,05;-;-;-;80;Tunggal;Ikan dsb;DABM-1964;100
1002;GR047;Ikan layur, segar;80,1;82;18;1;0,4;-;0,5;48;229;2,2;-;-;-;-;4;-;-;0,04;-;-;-;49;Tunggal;Ikan dsb;KZGPI-1990;100
1003;GR048;Ikan lehoma, segar;77,6;90;20,4;0,9;-;-;1,1;88;270;0,7;56;281;0,3;0,9;1.047;-;-;0,32;0,03;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1004;GR049;Ikan lemuru, segar;76;112;20;3;-;-;1;20;100;1;-;-;-;-;30;-;-;0,05;-;-;-;80;Tunggal;Ikan dsb;DABM-1964;100
1005;GR050;Ikan lidah, segar;78,3;104;15,6;3,2;2;-;0,9;30;143;2;-;-;-;-;33;-;-;0,03;-;-;-;-;Tunggal;Ikan dsb;KZGPI-1990;100
1006;GR051;Lokan, segar;80,9;217;11;1,7;5,1;-;1,3;20;390;10,9;3;7;0,2;2,7;-;-;-;0,45;0,07;-;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1007;GR052;Ikan malalugis, segar;75,6;99;20,6;1,4;0,9;-;1,5;164;330;0,5;76;282;0,2;0,9;661;-;-;0,3;0,02;0,5;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1008;GR053;Ikan mamar merah, segar;75;115;15,3;4;4,4;-;1,3;60;190;1,6;120;240;0,2;1;-;-;-;0,2;0,1;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1009;GR054;Ikan mas, segar;80;86;16;2;-;-;2;20;150;2;65;276,7;0,1;1,1;45;8;-;0,05;0,1;2,6;-;80;Tunggal;Ikan dsb;DABM-1964;100
1010;GR055;Ikan mayong, segar;78,2;97;17,9;2;0,4;-;1,5;40;100;2,5;-;-;-;-;21;-;-;0,1;-;-;-;89;Tunggal;Ikan dsb;KZGPI-1990;100
1011;GR056;Ikan mujahir, segar;79,7;89;18,7;1;-;-;1,1;96;209;1,5;51;265,8;-;0,2;6;3;5;0,03;0,1;2;-;80;Tunggal;Ikan dsb;KZGPI-1990;100
1012;GR057;Ikan nasu metti, segar;65,3;154;16,8;5;10,5;-;2,4;80;244;1,6;421;488;0,2;1,2;-;-;-;0,47;0,15;9,6;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1013;GR058;Ikan paling, segar;58;303;14;27;-;-;1;20;200;1;43;-;-;-;485;-;-;0,1;-;-;2;100;Tunggal;Ikan dsb;DABM-1964;100
1014;GR059;Ikan papuyu/ betok, segar;75;120;14,3;4,9;4,6;-;1,2;329;436;1,5;240;169;0,8;1,1;-;-;-;-;0,05;3,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1015;GR060;Ikan Patin, segar;74,4;132;17;6,6;1,1;-;0,9;31;173;1,6;77;346;0,7;0,8;-;7;-;0,2;0,03;1,7;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1016;GR061;Ikan pomo, segar;68,3;147;22,5;5,2;2,6;-;1,4;80;230;1,3;-;380;0,2;0,7;89;-;-;-;-;-;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1017;GR062;Ikan Puntin, segar;81,1;76;14,4;1,1;2,2;-;1,2;28;166;-;-;325;0,1;0,6;-;-;-;0,31;0,11;-;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1018;GR063;Rajungan, segar;80,2;76;12,1;2;2,4;-;2,7;721;214;2,2;69;192;1,7;2,9;599;40;-;0,2;0,25;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1019;GR064;Rebon, udang kecil, segar;79;81;16,2;1,2;0,7;-;2,9;757;292;2,2;169;202,9;0,7;1,2;18;-;-;0,04;0,1;2,4;-;100;Tunggal;Ikan dsb;DABM-1964;100
1020;GR065;Ikan saluang, segar;74,8;113;13,9;4,9;3,4;-;3;642;646;1,9;51;182;0,8;3,6;-;-;-;0,21;0,02;1,8;-;89;Tunggal;Ikan dsb;KZGMI-2001;100
1021;GR066;Ikan sarden, segar;72,7;109;19,9;1,8;3,4;-;2,2;95;597;1,3;266;227;0,3;2;195;-;-;0,26;0,03;4,4;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1022;GR067;Ikan selar, segar;75,4;100;18,8;2,2;-;-;3,6;40;179;0,5;43;392,6;0,1;0,3;45;-;-;0,37;0,2;3,4;-;48;Tunggal;Ikan dsb;DABM-1964;100
1023;GR068;Ikan sepat, segar;78,8;84;15,2;0,6;4,7;-;0,8;68;171;2,1;211;198;0,7;0,6;-;-;-;0,16;0,03;1,9;-;75;Tunggal;Ikan dsb;KZGMI-2001;100
1024;GR069;Ikan sidat, segar;71,3;81;11,4;1,9;3,8;-;11,6;118;174;3;46;245,9;-;1,5;15;-;-;-;0,4;3,2;-;100;Tunggal;Ikan dsb;KZGPI-1990;100
1025;GR070;Ikan sunu, segar;75,5;111;13,3;3,4;6,7;-;1,1;86;174;1,2;91;197;-;0,6;309;-;-;1,03;0,1;0,2;-;70;Tunggal;Ikan dsb;KZGMI-2001;100
1026;GR071;Ikan tahuman, segar;77,4;88;15,9;0,9;4,1;-;1,8;221;223;-;24;364;0,4;0,7;-;-;-;0,2;0,25;1,6;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1027;GR072;Ikan Sale, segar;8,5;534;40,2;39,3;4,9;2;7,1;199;1.244;2,7;673;673;0,3;2,6;-;410;-;0,02;0,5;-;0,2;100;Tunggal;Ikan dsb;BKP;100
1028;GR073;Ikan tarmon, segar;76,7;96;19,5;1,1;2;-;0,8;9;129;0,3;43;154;0,1;0,5;-;-;-;0,15;0,02;1,7;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1029;GR074;Ikan telan, segar;75,3;95;15,8;0,7;6,5;-;1,7;503;354;0,2;58;294;1,6;1,2;-;-;-;0,18;0,02;1,9;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1030;GR075;Ikan tembang, segar;65;204;16;15;-;-;4;20;200;2;341;291;0,4;2,6;30;-;-;0,05;-;5,6;-;80;Tunggal;Ikan dsb;DABM-1964;100
1031;GR076;Ikan tempahas, segar;78,9;101;15,1;4,1;1;-;0,9;32;163;-;50;320;0,7;0,6;-;-;-;0,02;0,05;1,5;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1032;GR077;Ikan terbang, segar;76,1;98;19,6;1,7;1;-;1,6;90;190;0,6;90;320;0,1;0,5;39;-;-;-;0,1;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1033;GR078;Ikan teri, segar;80;74;10,3;1,4;4,1;-;4,2;972;253;3,9;554;126,1;305,2;0,2;13;-;28;0,24;0,1;1,9;-;100;Tunggal;Ikan dsb;KZGPI-1990;100
1034;GR079;Ikan titang, segar;78,8;82;17,4;0,4;2,3;-;1,1;145;130;1,8;110;275;0,1;0,8;581;-;-;0,64;0,03;1,5;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1035;GR080;Ikan tongkol, segar;74,7;100;13,7;1,5;8;-;2,1;92;606;1,7;202;227;0,2;1,6;181;-;-;0,35;0,03;6,6;-;100;Tunggal;Ikan dsb;KZGMI-2001;100
1036;GR081;Ikan turi, segar;76,9;96;19,2;2;0,2;-;2,1;340;340;0,8;370;300;0,1;2;26;-;-;-;-;-;-;-;Tunggal;Ikan dsb;KZGMI-2001;100
1037;GR082;Udang, besar, segar;85,5;56;11,4;0,6;1,2;-;1,3;30;20;0,3;190;210;0,4;0,8;-;0,1;-;0,14;-;0,1;-;68;Tunggal;Ikan dsb;KZGMI-2001;100
1038;GR083;Udang galah, segar;79;81;16,5;0,3;3;-;1,2;87;167;0,7;95;132;0,7;1,2;-;3;-;0,24;0,03;2,9;-;68;Tunggal;Ikan dsb;KZGMI-2001;100
1039;GR084;Udang, segar;75;91;21;0,2;0,1;-;3,7;136;170;8;178;222,4;0,3;1,3;18;4;-;0,01;0,4;3,7;-;68;Tunggal;Ikan dsb;DABM-1964;100
